in,Lon,Lat,x,y,q,tc,te,tl
CT-2167,-118.3719612,34.04824995,-6.789,0.003,129,8.368,8,20
CT-2168,-118.3706165,34.05578893,-6.711,0.524,141,8.863,8,20
CT-2169.01,-118.3635988,34.04756136,-6.31,-0.045,109,6.797,8,20
CT-2169.02,-118.3622608,34.05421689,-6.233,0.415,99,5.161,8,20
CT-2170.01,-118.3870422,34.05238852,-7.652,0.289,183,11.660,8,20
CT-2170.02,-118.3805055,34.04953823,-7.278,0.092,179,11.772,8,20
CT-2171.01,-118.3554797,34.04652891,-5.845,-0.116,149,8.089,8,20
CT-2171.02,-118.3538019,34.05089663,-5.749,0.186,97,5.610,8,20
CT-2172,-118.3424716,34.04958887,-5.1,0.095,161,11.914,8,20
CT-2181.1,-118.3275654,34.0443303,-4.247,-0.268,151,9.507,8,20
CT-2181.2,-118.3206881,34.04356798,-3.854,-0.321,195,10.240,8,20
CT-2182.1,-118.3423178,34.04279559,-5.092,-0.374,184,9.155,8,20
CT-2182.2,-118.3349041,34.04340605,-4.668,-0.332,148,8.763,8,20
CT-2183,-118.354913,34.04228677,-5.813,-0.409,196,17.508,8,20
CT-2184,-118.3592464,34.03693269,-6.062,-0.779,235,15.036,8,20
CT-2185,-118.3505816,34.03739055,-5.566,-0.748,103,5.740,8,20
CT-2186,-118.3427556,34.03718865,-5.117,-0.762,105,5.652,8,20
CT-2187.01,-118.333318,34.0373937,-4.577,-0.747,73,4.269,8,20
CT-2187.02,-118.3337887,34.0334122,-4.604,-1.023,89,5.017,8,20
CT-2188,-118.3230217,34.03778457,-3.987,-0.72,113,6.093,8,20
CT-2189,-118.3230293,34.03269899,-3.988,-1.072,233,14.733,8,20
CT-2190.1,-118.3229384,34.02761919,-3.983,-1.423,139,7.703,8,20
CT-2190.2,-118.3226851,34.02221318,-3.969,-1.796,361,22.389,8,20
CT-2193,-118.3318422,34.02676363,-4.493,-1.482,177,10.878,8,20
CT-2195,-118.340577,34.0209239,-4.994,-1.885,99,6.435,8,20
CT-2197,-118.3490813,34.02776112,-5.48,-1.413,249,20.219,8,20
CT-2198,-118.3547722,34.0299439,-5.806,-1.262,126,7.353,8,20
CT-2199.01,-118.3605348,34.0297426,-6.136,-1.276,263,15.613,8,20
CT-2199.02,-118.3686821,34.03004028,-6.603,-1.256,112,7.483,8,20
CT-2200,-118.340205,34.02784553,-4.972,-1.407,226,15.600,8,20
CT-2201,-118.3667173,34.02385428,-6.491,-1.683,103,8.699,8,20
CT-2211.1,-118.2878409,34.04572439,-1.973,-0.172,205,9.444,8,20
CT-2211.2,-118.2879094,34.04210494,-1.977,-0.422,175,8.432,8,20
CT-2212.1,-118.3028754,34.04366729,-2.834,-0.314,155,7.722,8,20
CT-2212.2,-118.2960336,34.0435785,-2.442,-0.32,126,8.459,8,20
CT-2213.02,-118.3115043,34.0417505,-3.328,-0.446,194,11.373,8,20
CT-2213.03,-118.3084506,34.04538733,-3.153,-0.195,142,6.296,8,20
CT-2213.04,-118.3146583,34.04536688,-3.508,-0.197,182,8.006,8,20
CT-2214.01,-118.3132816,34.03389083,-3.43,-0.989,159,9.061,8,20
CT-2214.02,-118.3090596,34.03844786,-3.188,-0.675,166,11.086,8,20
CT-2215,-118.3046494,34.03485037,-2.936,-0.923,194,9.811,8,20
CT-2216.01,-118.2959387,34.03482142,-2.437,-0.925,156,7.835,8,20
CT-2216.02,-118.2921149,34.0384347,-2.218,-0.676,96,6.566,8,20
CT-2217.1,-118.2876437,34.03470315,-1.962,-0.933,108,5.508,8,20
CT-2218.1,-118.2923137,34.03066162,-2.229,-1.213,85,4.010,8,20
CT-2218.2,-118.2865107,34.03045746,-1.897,-1.227,75,3.233,8,20
CT-2219,-118.2895702,34.02677194,-2.072,-1.481,139,8.911,8,20
CT-2220.01,-118.3132927,34.02820029,-3.431,-1.383,106,5.793,8,20
CT-2220.02,-118.3132904,34.02189624,-3.431,-1.818,267,15.958,8,20
CT-2221,-118.3023899,34.02732183,-2.806,-1.443,229,14.143,8,20
CT-2222,-118.3024278,34.03092153,-2.809,-1.195,222,13.363,8,20
CT-2225,-118.304563,34.02185459,-2.931,-1.821,327,19.456,8,20
CT-2226,-118.2958832,34.0218473,-2.434,-1.822,198,11.654,8,20
CT-2227,-118.2856722,34.02093444,-1.849,-1.885,237,16.628,8,20
CT-2240.1,-118.26591,34.03676847,-0.717,-0.791,101,8.078,8,20
CT-2240.2,-118.2686691,34.03048757,-0.875,-1.225,150,11.532,8,20
CT-2242,-118.2767304,34.0406262,-1.337,-0.524,130,6.626,8,20
CT-2243.1,-118.2827335,34.04438885,-1.68,-0.264,103,4.431,8,20
CT-2243.2,-118.2808663,34.04158986,-1.574,-0.458,137,7.103,8,20
CT-2244.1,-118.2799916,34.03514181,-1.524,-0.903,103,6.055,8,20
CT-2244.2,-118.276916,34.03165435,-1.348,-1.144,82,3.779,8,20
CT-2246,-118.2718145,34.02230373,-1.056,-1.79,205,12.041,8,20
CT-2247.01,-118.2806824,34.02863441,-1.563,-1.353,117,5.977,8,20
CT-2247.02,-118.2796155,34.02486443,-1.502,-1.613,103,5.601,8,20
CT-2260.01,-118.2502832,34.02448515,0.177,-1.639,160,17.005,8,20
CT-2260.02,-118.2477829,34.03262349,0.321,-1.077,70,7.346,8,20
CT-2264.1,-118.2622936,34.02420446,-0.51,-1.659,246,11.102,8,20
CT-2264.2,-118.2570745,34.02184681,-0.211,-1.822,317,15.656,8,20
CT-2267.01,-118.2647888,34.01764446,-0.653,-2.112,286,15.272,8,20
CT-2267.02,-118.2596931,34.01708743,-0.361,-2.151,488,28.624,8,20
CT-2270.1,-118.2470091,34.01853039,0.365,-2.051,446,30.260,8,20
CT-2270.2,-118.2519452,34.01575852,0.082,-2.242,204,10.340,8,20
CT-2281,-118.2439729,34.00962195,0.539,-2.666,410,28.334,8,20
CT-2282.1,-118.253494,34.01041685,-0.006,-2.611,286,15.010,8,20
CT-2282.2,-118.2513315,34.00605038,0.117,-2.913,354,18.530,8,20
CT-2283.1,-118.2624282,34.01135579,-0.518,-2.547,332,20.200,8,20
CT-2283.2,-118.2636482,34.00782673,-0.588,-2.79,314,16.915,8,20
CT-2284.1,-118.2691254,34.01374485,-0.902,-2.382,298,13.631,8,20
CT-2284.2,-118.2719036,34.00826473,-1.061,-2.76,347,16.236,8,20
CT-2285,-118.2690769,34.00349682,-0.899,-3.09,411,21.510,8,20
CT-2286,-118.2608782,34.00369839,-0.429,-3.076,371,22.665,8,20
CT-2287.1,-118.2543025,33.99937283,-0.053,-3.375,276,14.880,8,20
CT-2287.2,-118.2499528,33.99937189,0.196,-3.375,407,21.784,8,20
CT-2288,-118.2432687,33.99925179,0.579,-3.383,416,27.176,8,20
CT-2289,-118.2430265,33.99205926,0.593,-3.88,225,12.517,8,20
CT-2291,-118.252108,33.99216558,0.073,-3.873,459,24.937,8,20
CT-2292,-118.2608405,33.99827637,-0.427,-3.45,309,16.265,8,20
CT-2293,-118.2696831,33.99807647,-0.934,-3.464,413,23.108,8,20
CT-2294.1,-118.269574,33.99224079,-0.928,-3.867,323,17.634,8,20
CT-2294.2,-118.2608299,33.99253597,-0.427,-3.847,288,16.909,8,20
CT-2311,-118.2765701,34.01525266,-1.328,-2.277,215,14.632,8,20
CT-2312.1,-118.2980404,34.01453338,-2.558,-2.327,229,11.760,8,20
CT-2312.2,-118.2893875,34.0145683,-2.062,-2.325,258,17.611,8,20
CT-2313.01,-118.3020941,34.0153598,-2.79,-2.27,117,5.233,8,20
CT-2313.02,-118.3059068,34.01405809,-3.008,-2.36,152,8.578,8,20
CT-2314,-118.3130117,34.01455968,-3.415,-2.325,247,14.936,8,20
CT-2315,-118.3108388,34.00728251,-3.291,-2.828,275,19.343,8,20
CT-2316.01,-118.3023721,34.0072749,-2.806,-2.829,125,6.201,8,20
CT-2316.02,-118.2980452,34.00727666,-2.558,-2.828,98,4.744,8,20
CT-2316.03,-118.293727,34.00728314,-2.311,-2.828,162,8.024,8,20
CT-2317.1,-118.2893698,34.00731849,-2.061,-2.826,193,9.278,8,20
CT-2317.2,-118.2840832,34.00745116,-1.759,-2.816,273,14.688,8,20
CT-2318,-118.2774773,34.00744952,-1.38,-2.817,408,22.585,8,20
CT-2319.01,-118.2761499,33.99830744,-1.304,-3.448,160,7.245,8,20
CT-2319.02,-118.2782635,34.00088605,-1.425,-3.27,272,15.103,8,20
CT-2321.1,-118.28933,33.99949962,-2.059,-3.366,155,8.238,8,20
CT-2321.2,-118.2839437,33.9996797,-1.751,-3.353,330,18.236,8,20
CT-2322,-118.2978857,34.00172911,-2.549,-3.212,207,13.115,8,20
CT-2323,-118.2981963,33.99742764,-2.567,-3.509,356,22.483,8,20
CT-2324.01,-118.3082356,34.00019757,-3.142,-3.318,224,13.976,8,20
CT-2324.02,-118.3135852,33.99853991,-3.449,-3.432,132,8.041,8,20
CT-2325,-118.3108288,33.99208826,-3.291,-3.878,256,17.089,8,20
CT-2326.01,-118.302364,33.99211312,-2.806,-3.876,98,4.670,8,20
CT-2326.02,-118.295849,33.99208933,-2.433,-3.878,282,15.780,8,20
CT-2327.01,-118.2893084,33.99220465,-2.058,-3.87,156,7.143,8,20
CT-2327.02,-118.28376,33.99244065,-1.74,-3.854,261,13.456,8,20
CT-2328,-118.2772005,33.99240278,-1.365,-3.856,355,18.127,8,20
CT-2340.01,-118.3235561,34.01261048,-4.019,-2.46,101,7.251,8,20
CT-2340.02,-118.3190317,34.01146974,-3.76,-2.539,119,8.412,8,20
CT-2342,-118.3311645,34.01641229,-4.455,-2.197,99,6.743,8,20
CT-2343.01,-118.331369,34.00781487,-4.467,-2.791,65,3.717,8,20
CT-2343.02,-118.3258218,34.00678994,-4.149,-2.862,73,3.889,8,20
CT-2345.01,-118.3244473,33.9974996,-4.071,-3.504,166,11.034,8,20
CT-2345.02,-118.3244349,34.00187138,-4.07,-3.202,123,7.774,8,20
CT-2346,-118.3276453,33.99221271,-4.255,-3.869,226,20.762,8,20
CT-2347,-118.3276974,33.98722599,-4.258,-4.214,149,11.956,8,20
CT-2348,-118.3220948,33.98182826,-3.937,-4.587,133,7.705,8,20
CT-2349.01,-118.3286731,33.98179249,-4.314,-4.589,154,7.624,8,20
CT-2349.02,-118.3341041,33.9822624,-4.625,-4.557,177,9.329,8,20
CT-2351,-118.346336,33.98524712,-5.326,-4.351,141,11.204,8,20
CT-2352.01,-118.322127,33.97455837,-3.939,-5.089,145,8.560,8,20
CT-2352.02,-118.3303882,33.97308501,-4.413,-5.191,140,9.659,8,20
CT-2360.01,-118.3645399,34.01575667,-6.366,-2.243,158,16.557,8,20
CT-2361.01,-118.339621,34.01473919,-4.939,-2.313,124,7.095,8,20
CT-2361.02,-118.3409929,34.00998298,-5.018,-2.641,135,8.699,8,20
CT-2362.03,-118.3467828,34.01845997,-5.349,-2.056,192,9.706,8,20
CT-2362.04,-118.3492017,34.01472137,-5.488,-2.314,133,5.825,8,20
CT-2362.05,-118.3522378,34.01543171,-5.662,-2.265,151,6.479,8,20
CT-2362.06,-118.3536096,34.01807607,-5.74,-2.082,111,6.532,8,20
CT-2364,-118.3512737,34.00670494,-5.607,-2.868,193,17.687,8,20
CT-2371.01,-118.2913894,33.98562827,-2.178,-4.324,321,18.721,8,20
CT-2371.02,-118.2837357,33.98576015,-1.739,-4.315,266,13.851,8,20
CT-2372.01,-118.2991271,33.9857305,-2.621,-4.317,226,11.413,8,20
CT-2372.02,-118.3101674,33.98558028,-3.253,-4.328,281,22.050,8,20
CT-2373,-118.3110836,33.97828808,-3.306,-4.832,225,15.993,8,20
CT-2374.01,-118.2948206,33.97847239,-2.374,-4.819,278,15.075,8,20
CT-2374.02,-118.3013464,33.97846668,-2.748,-4.819,149,8.149,8,20
CT-2375,-118.2893215,33.97830714,-2.059,-4.83,159,8.081,8,20
CT-2376,-118.2838841,33.97851837,-1.748,-4.816,199,11.093,8,20
CT-2377.1,-118.2861486,33.97270074,-1.878,-5.218,402,21.791,8,20
CT-2377.2,-118.2861633,33.96929115,-1.879,-5.453,414,21.753,8,20
CT-2378,-118.2981335,33.97096491,-2.564,-5.338,162,10.878,8,20
CT-2379,-118.3112046,33.97093413,-3.313,-5.34,240,16.894,8,20
CT-2380,-118.3097372,33.94729931,-3.23,-6.973,285,24.996,8,20
CT-2381,-118.3112111,33.96363281,-3.314,-5.844,207,15.596,8,20
CT-2382,-118.2979899,33.96350061,-2.556,-5.853,207,15.371,8,20
CT-2383.1,-118.2861196,33.96604837,-1.876,-5.677,288,15.274,8,20
CT-2383.2,-118.286167,33.96215756,-1.879,-5.946,195,11.435,8,20
CT-2384,-118.3090039,33.95635386,-3.188,-6.347,197,16.612,8,20
CT-2392.01,-118.2771821,33.98578533,-1.364,-4.313,227,11.861,8,20
CT-2392.02,-118.2649887,33.985683,-0.665,-4.321,762,61.910,8,20
CT-2393.1,-118.2773184,33.97853396,-1.372,-4.815,440,24.942,8,20
CT-2393.2,-118.2717506,33.97857244,-1.052,-4.812,252,13.041,8,20
CT-2393.3,-118.263115,33.97839239,-0.558,-4.824,161,11.283,8,20
CT-2395.01,-118.2629049,33.97299052,-0.546,-5.198,195,12.077,8,20
CT-2395.02,-118.2630563,33.9693344,-0.554,-5.45,327,19.668,8,20
CT-2396.01,-118.27531,33.9728418,-1.257,-5.208,194,10.376,8,20
CT-2396.02,-118.2749144,33.96945536,-1.234,-5.442,313,17.422,8,20
CT-2397.01,-118.2752753,33.96609679,-1.255,-5.674,376,19.922,8,20
CT-2397.02,-118.2750128,33.96220683,-1.24,-5.943,298,16.904,8,20
CT-2398.01,-118.2629439,33.96605807,-0.548,-5.677,243,13.634,8,20
CT-2398.02,-118.2629611,33.96241277,-0.549,-5.928,478,30.048,8,20
CT-2400.1,-118.2637953,33.95832072,-0.597,-6.211,240,16.302,8,20
CT-2400.2,-118.2639002,33.95426895,-0.603,-6.491,356,23.968,8,20
CT-2402,-118.2761537,33.95603854,-1.305,-6.369,352,21.933,8,20
CT-2403.01,-118.2838152,33.95641092,-1.744,-6.343,147,8.278,8,20
CT-2403.02,-118.2892918,33.95641896,-2.058,-6.343,156,7.725,8,20
CT-2404.01,-118.285728,33.94992317,-1.854,-6.791,372,23.881,8,20
CT-2404.02,-118.285491,33.9446941,-1.841,-7.153,163,10.237,8,20
CT-2405,-118.2756776,33.94693189,-1.278,-6.998,526,34.691,8,20
CT-2406,-118.2684181,33.94694988,-0.862,-6.997,508,31.524,8,20
CT-2407,-118.259404,33.94702019,-0.345,-6.992,403,29.881,8,20
CT-2408,-118.2611051,33.93980027,-0.443,-7.491,292,19.830,8,20
CT-2409.01,-118.2593629,33.93250254,-0.343,-7.995,229,13.211,8,20
CT-2409.02,-118.263738,33.93547247,-0.594,-7.79,369,23.542,8,20
CT-2410.01,-118.2665631,33.92931071,-0.756,-8.216,267,23.708,8,20
CT-2410.02,-118.2614145,33.92526663,-0.461,-8.495,267,19.373,8,20
CT-2411.1,-118.2717098,33.93649895,-1.051,-7.719,345,20.916,8,20
CT-2411.2,-118.2768484,33.93644951,-1.345,-7.722,250,15.532,8,20
CT-2412.01,-118.285847,33.94024509,-1.861,-7.46,208,11.610,8,20
CT-2412.02,-118.285765,33.93343611,-1.856,-7.931,384,28.774,8,20
CT-2413,-118.2862499,33.9261379,-1.884,-8.435,145,8.403,8,20
CT-2414,-118.2755717,33.92558732,-1.272,-8.473,230,13.437,8,20
CT-2420,-118.2502277,33.93928703,0.181,-7.526,243,14.151,8,20
CT-2421,-118.2323784,33.94563474,1.204,-7.088,179,10.016,8,20
CT-2422.01,-118.2379759,33.95074182,0.883,-6.735,250,12.773,8,20
CT-2422.02,-118.2404352,33.94656422,0.742,-7.024,215,12.084,8,20
CT-2423,-118.2461267,33.9485109,0.416,-6.889,350,22.209,8,20
CT-2426,-118.2502544,33.93238079,0.179,-8.004,305,17.339,8,20
CT-2427,-118.2426608,33.9363585,0.615,-7.729,380,28.634,8,20
CT-2430.01,-118.236257,33.93986772,0.982,-7.486,318,15.959,8,20
CT-2430.02,-118.231449,33.9390115,1.257,-7.545,214,10.708,8,20
CT-2431,-118.2351538,33.93269842,1.045,-7.982,538,31.243,8,20
CT-2611.02,-118.4248559,34.11320663,-9.81,4.491,165,28.581,8,20
CT-2611.03,-118.3864232,34.1175868,-7.611,4.794,83,8.251,8,20
CT-2611.04,-118.4074813,34.1105383,-8.816,4.307,74,11.461,8,20
CT-2612,-118.4440011,34.11268379,-10.905,4.455,167,32.934,8,20
CT-2621,-118.4510248,34.09573525,-11.309,3.284,119,24.673,8,20
CT-2622,-118.4698193,34.10174156,-12.384,3.699,228,53.332,8,20
CT-2623.01,-118.4921348,34.10392842,-13.66,3.85,142,34.549,8,20
CT-2623.02,-118.4768536,34.07512876,-12.79,1.86,135,16.166,8,20
CT-2623.03,-118.4868615,34.06607463,-13.364,1.234,136,15.177,8,20
CT-2624,-118.508641,34.09181917,-14.607,3.013,187,52.923,8,20
CT-2625.01,-118.5206178,34.04998384,-15.299,0.122,202,16.591,8,20
CT-2626.01,-118.5558023,34.07383918,-17.309,1.771,173,25.033,8,20
CT-2626.04,-118.5484244,34.05132502,-16.891,0.215,269,47.888,8,20
CT-2627.04,-118.5415221,34.04128591,-16.498,-0.479,173,20.474,8,20
CT-2627.06,-118.526466,34.03643823,-15.637,-0.813,194,22.537,8,20
CT-2628.02,-118.5082678,34.04223133,-14.594,-0.413,172,28.826,8,20
CT-2640,-118.4815142,34.05455465,-13.06,0.438,138,15.161,8,20
CT-2641.02,-118.4693893,34.05951343,-12.365,0.781,101,5.672,8,20
CT-2641.03,-118.4662886,34.05498197,-12.188,0.468,92,3.847,8,20
CT-2643.03,-118.4660573,34.05145397,-12.176,0.224,92,3.986,8,20
CT-2643.04,-118.4624397,34.05052316,-11.969,0.16,114,5.348,8,20
CT-2643.05,-118.4789073,34.04768786,-12.912,-0.036,224,20.615,8,20
CT-2643.06,-118.4691451,34.0453387,-12.353,-0.198,78,4.346,8,20
CT-2651,-118.4288617,34.07372005,-10.044,1.763,107,10.947,8,20
CT-2652.01,-118.4364214,34.06683236,-10.477,1.287,122,7.247,8,20
CT-2652.03,-118.4382637,34.06211816,-10.583,0.961,58,2.814,8,20
CT-2652.04,-118.4446204,34.06165574,-10.947,0.929,41,1.956,8,20
CT-2653.01,-118.4454465,34.07107364,-10.993,1.58,392,34.431,8,20
CT-2653.03,-118.4534229,34.06727885,-11.45,1.318,153,6.224,8,20
CT-2653.04,-118.4511732,34.06775948,-11.321,1.351,71,2.748,8,20
CT-2653.06,-118.4489441,34.06573848,-11.194,1.211,52,1.948,8,20
CT-2653.07,-118.4490735,34.06139673,-11.202,0.911,72,4.061,8,20
CT-2654.1,-118.4632571,34.06560746,-12.013,1.202,92,7.868,8,20
CT-2654.2,-118.4594548,34.07044656,-11.795,1.536,86,5.689,8,20
CT-2655.21,-118.4448375,34.05670789,-10.96,0.587,71,2.754,8,20
CT-2655.22,-118.4414999,34.05637397,-10.769,0.564,72,3.584,8,20
CT-2655.23,-118.4387073,34.05203409,-10.61,0.264,86,4.158,8,20
CT-2655.24,-118.4453329,34.05085621,-10.989,0.183,104,5.878,8,20
CT-2656.01,-118.4327381,34.05586474,-10.268,0.529,142,8.392,8,20
CT-2656.02,-118.4341692,34.06024576,-10.349,0.832,123,7.092,8,20
CT-2657.01,-118.4220997,34.06274023,-9.658,1.004,67,5.353,8,20
CT-2657.02,-118.4273491,34.06426653,-9.958,1.109,116,5.887,8,20
CT-2671.01,-118.4280094,34.05079586,-9.997,0.179,141,7.556,8,20
CT-2671.02,-118.4218668,34.0539722,-9.645,0.398,114,6.618,8,20
CT-2672.01,-118.4403016,34.04430696,-10.702,-0.27,108,6.635,8,20
CT-2672.02,-118.4339908,34.047061,-10.34,-0.079,141,7.715,8,20
CT-2673,-118.4497053,34.04520913,-11.24,-0.207,150,7.671,8,20
CT-2674.03,-118.4566422,34.04749895,-11.637,-0.049,125,5.947,8,20
CT-2674.04,-118.4605455,34.04563627,-11.861,-0.178,128,5.755,8,20
CT-2674.05,-118.4672696,34.04120942,-12.246,-0.484,86,3.486,8,20
CT-2674.06,-118.4638846,34.04342558,-12.052,-0.331,53,2.431,8,20
CT-2675.02,-118.4621738,34.03755505,-11.955,-0.736,110,5.604,8,20
CT-2675.03,-118.4542414,34.04249046,-11.5,-0.395,84,3.360,8,20
CT-2675.04,-118.4574996,34.04045389,-11.687,-0.536,160,7.103,8,20
CT-2676,-118.4524735,34.03408456,-11.4,-0.976,85,6.058,8,20
CT-2677,-118.4441702,34.03872659,-10.924,-0.655,103,6.860,8,20
CT-2678,-118.4306933,34.03958481,-10.152,-0.596,123,9.871,8,20
CT-2679.01,-118.4137282,34.05646091,-9.179,0.57,100,7.744,8,20
CT-2679.02,-118.4202104,34.04755704,-9.551,-0.045,141,9.399,8,20
CT-2690,-118.4038372,34.04211413,-8.614,-0.421,184,22.401,8,20
CT-2691,-118.3948375,34.0530753,-8.098,0.336,207,13.403,8,20
CT-2693,-118.4139428,34.04044588,-9.193,-0.537,215,20.732,8,20
CT-2695,-118.3938,34.04338615,-8.04,-0.333,222,17.395,8,20
CT-2696.01,-118.379464,34.04185949,-7.219,-0.439,146,6.990,8,20
CT-2696.02,-118.3844942,34.04327364,-7.507,-0.341,115,5.608,8,20
CT-2697,-118.3871651,34.03634086,-7.66,-0.82,127,9.333,8,20
CT-2698,-118.3968233,34.03204989,-8.214,-1.117,102,6.076,8,20
CT-2699.03,-118.4064885,34.02090798,-8.768,-1.887,123,6.283,8,20
CT-2699.05,-118.4018929,34.02186227,-8.505,-1.821,57,2.414,8,20
CT-2699.06,-118.4031868,34.0249641,-8.579,-1.606,119,5.604,8,20
CT-2699.07,-118.4067221,34.02805176,-8.781,-1.393,78,3.613,8,20
CT-2699.08,-118.4132226,34.02969165,-9.153,-1.28,46,1.982,8,20
CT-2699.09,-118.4105789,34.02596308,-9.002,-1.537,90,3.510,8,20
CT-2701.01,-118.3947478,34.02822503,-8.095,-1.381,74,4.725,8,20
CT-2701.02,-118.3983311,34.02567653,-8.301,-1.557,109,4.629,8,20
CT-2702,-118.3807031,34.03333494,-7.291,-1.028,146,11.290,8,20
CT-2703,-118.3708624,34.03973353,-6.727,-0.586,102,7.141,8,20
CT-2711,-118.4268253,34.03391734,-9.932,-0.988,104,7.632,8,20
CT-2712,-118.4420146,34.03139657,-10.802,-1.162,80,6.255,8,20
CT-2713,-118.4414067,34.02596494,-10.768,-1.537,220,18.631,8,20
CT-2714,-118.4474118,34.01008275,-11.114,-2.635,183,13.493,8,20
CT-2715,-118.4382537,34.016687,-10.588,-2.178,142,9.726,8,20
CT-2716,-118.4310651,34.02121927,-10.176,-1.865,193,13.142,8,20
CT-2717.02,-118.4260578,34.02561132,-9.889,-1.562,160,12.647,8,20
CT-2717.03,-118.4188339,34.02499209,-9.475,-1.604,106,6.804,8,20
CT-2717.04,-118.4195745,34.02889379,-9.517,-1.335,156,9.297,8,20
CT-2718.01,-118.4182465,34.01673108,-9.442,-2.175,97,5.491,8,20
CT-2718.03,-118.4103615,34.01947631,-8.99,-1.986,96,3.909,8,20
CT-2718.04,-118.4138783,34.02017397,-9.192,-1.937,93,5.290,8,20
CT-2719.01,-118.4241892,34.01385743,-9.783,-2.374,121,7.417,8,20
CT-2719.02,-118.4316893,34.00963378,-10.213,-2.666,147,9.752,8,20
CT-2721,-118.4423003,34.00371495,-10.822,-3.075,212,15.863,8,20
CT-2722.01,-118.4341387,34.00038802,-10.354,-3.304,59,2.576,8,20
CT-2722.02,-118.439161,33.99755807,-10.643,-3.5,129,6.649,8,20
CT-2723.01,-118.4222526,34.00502042,-9.673,-2.984,162,10.174,8,20
CT-2723.02,-118.4274541,34.00211445,-9.971,-3.185,152,8.793,8,20
CT-2731,-118.459824,34.00348937,-11.825,-3.09,103,7.659,8,20
CT-2732,-118.4669872,33.9975911,-12.237,-3.498,106,6.741,8,20
CT-2733,-118.4722195,33.99555897,-12.537,-3.638,118,7.467,8,20
CT-2734.03,-118.4793219,33.99111277,-12.944,-3.945,45,3.151,8,20
CT-2734.04,-118.4777008,33.99498902,-12.851,-3.678,43,1.902,8,20
CT-2735.02,-118.4719182,33.98707911,-12.521,-4.224,90,7.006,8,20
CT-2736,-118.4599554,33.99336567,-11.834,-3.79,101,6.063,8,20
CT-2737,-118.4526905,33.99838413,-11.417,-3.443,117,6.711,8,20
CT-2738,-118.4512744,33.99271497,-11.337,-3.835,109,9.945,8,20
CT-2739.02,-118.4663311,33.98323768,-12.201,-4.49,175,14.629,8,20
CT-2741,-118.4489344,33.98752722,-11.204,-4.193,200,13.147,8,20
CT-2742.02,-118.4617996,33.969876,-11.943,-5.413,162,17.344,8,20
CT-2751.01,-118.4039159,33.9991807,-8.623,-3.388,43,2.269,8,20
CT-2751.02,-118.410739,33.99796022,-9.014,-3.472,181,11.936,8,20
CT-2752,-118.4210233,33.99549474,-9.604,-3.643,140,8.105,8,20
CT-2753.11,-118.4233129,33.98844783,-9.736,-4.129,206,18.707,8,20
CT-2753.12,-118.4329449,33.98027341,-10.289,-4.694,74,5.459,8,20
CT-2753.13,-118.4323556,33.98542251,-10.254,-4.339,128,9.961,8,20
CT-2754,-118.4391851,33.99061856,-10.645,-3.98,132,9.131,8,20
CT-2755,-118.4144743,33.99229834,-9.229,-3.863,239,15.498,8,20
CT-2756.03,-118.406476,33.9862864,-8.771,-4.279,113,8.143,8,20
CT-2756.04,-118.4155024,33.97579775,-9.29,-5.004,370,47.554,8,20
CT-2756.05,-118.420792,33.978638,-9.592,-4.807,97,9.555,8,20
CT-2760,-118.3890319,33.96918338,-7.773,-5.461,243,25.832,8,20
CT-2761.01,-118.3783857,33.97535038,-7.163,-5.034,92,4.783,8,20
CT-2761.02,-118.3703695,33.97619111,-6.703,-4.976,117,12.714,8,20
CT-2764,-118.409514,33.96689312,-8.947,-5.619,203,16.967,8,20
CT-2765,-118.418047,33.96654617,-9.436,-5.643,272,20.970,8,20
CT-2766.01,-118.4335261,33.96419392,-10.324,-5.805,141,14.739,8,20
CT-2766.05,-118.4348461,33.95647612,-10.4,-6.339,117,5.630,8,20
CT-2766.06,-118.4383397,33.95513974,-10.601,-6.431,84,3.459,8,20
CT-2766.07,-118.4214808,33.95675586,-9.634,-6.319,99,5.672,8,20
CT-2766.08,-118.4293627,33.95772036,-10.086,-6.253,72,3.537,8,20
CT-2770,-118.4003457,33.97137274,-8.422,-5.309,287,30.003,8,20
CT-2771,-118.3784108,33.96522274,-7.165,-5.734,173,12.751,8,20
CT-2772,-118.3822507,33.95263365,-7.386,-6.604,81,6.383,8,20
CT-2774,-118.3743607,33.94904021,-6.934,-6.852,23,1.331,8,20
CT-2780.01,-118.4019912,33.95722221,-8.517,-6.287,103,10.705,8,20
CT-2781.02,-118.4503233,33.95723285,-11.287,-6.286,97,13.236,8,20
CT-2911.1,-118.2868331,33.920096,-1.918,-8.852,244,16.037,8,20
CT-2911.2,-118.2869389,33.91279685,-1.924,-9.357,130,8.180,8,20
CT-2911.3,-118.2871541,33.90244742,-1.937,-10.072,150,12.051,8,20
CT-2912.1,-118.2870936,33.88869544,-1.934,-11.022,259,21.689,8,20
CT-2912.2,-118.2867212,33.87714436,-1.913,-11.82,174,11.164,8,20
CT-2913,-118.2934648,33.86504107,-2.3,-12.657,145,17.568,8,20
CT-2920.01,-118.2993581,33.85130665,-2.638,-13.606,211,25.124,8,20
CT-2920.02,-118.3031397,33.83873543,-2.856,-14.474,121,6.489,8,20
CT-2932.03,-118.3064997,33.83234935,-3.049,-14.916,162,8.757,8,20
CT-2932.04,-118.3025271,33.82997593,-2.821,-15.08,361,24.273,8,20
CT-2932.05,-118.3039026,33.81836132,-2.9,-15.882,157,10.026,8,20
